COD_CLIENTE;NOME_CLIENTE;CPF;DT_NASC;SEXO;EMAIL;FONE;ENDERECO;BAIRRO;CIDADE;UF;CEP;ACEITA_MKT;DT_ATUALIZACAO
100124;RODRIGO CARDOSO MARTINS;07160315901;28/06/1987;M;rodrigo_mar650@outlook.com;97679-3111;ALAMEDA DAS PALMEIRAS, N. 2573;LIBERDADE;São Paulo;São Paulo;07554-567;S;20/02/2022
100125;JOANA NASCIMENTO;39364932439;17/11/1958;F;joananascimento554@hotmail.com;81983758562;RUA BRASIL, Nº S/N;BOA VISTA;recife ;PE;55982272;S;05/06/2025
100126;JOSE ROCHA BRANDAO;79736630293;19/07/1975;M;josebrandao195@yahoo.com.br;51999757077;R. PAULISTA, N. 649;PARQUE INDUSTRIAL;Porto Alegre;Rio Grande do Sul;91536-576;N;14/06/2022
100127;MARCIA MOREIRA OLIVEIRA;67507603334;10/07/1996;F;marcia.oliveira926@gmail.com;(21) 97217-9884;Avenida dos Ipês, N. 2415;SANTA CECÍLIA;Rio;Rio de Janeiro;28843344;N;15/04/2019
100128;CLÁUDIA ROCHA NUNES MACHADO;3695722207;08/11/1985;F;claudiamachado151@outlook.com;7176696340;RUA SÃO JOÃO, N. 666;CENTRO;Salvador;ba;45208229;S;24/06/2025
100129;DRA. RAQUEL CARVALHO MAGALHÃES MACHADO;51354672038;27/05/1982;F;raquel.machado147@hotmail.com;31 973821828;Avenida XV de Novembro, 2079;SANTO ANTÔNIO;Belo Horizonte;Minas Gerais;39981-126;S;29/11/2025
100130;ANTONIO ROCHA CARDOSO;223.726.486-40;11/03/1988;M;antonio_car677@outlook.com;21 972455294;RUA Marechal Deodoro, 1430 - Fundos;BOA VISTA;Rio de Janeiro;RJ;23665-406;N;24/05/2019
100131;ANTONIO  SILVA BRANDAO ;323.636.696-65;04/10/1964;M;;3181924823;AVENIDA DAS FLORES, Nº 184;JARDIM DAS FLORES;Belo Horizonte;mg;32798-635;S;28/07/2023
100132;TANIA PEREIRA SANTOS;16238757140;16/09/1987;F;tania_san41@uol.com.br;41978794507;RUA DAS PALMEIRAS, Nº 222;VILA MARIANA;Curitiba;PR;86409-734;N;12/09/2021
100133;JOAO OLIVEIRA DIAS;31480720496;11/10/1974;M;joaodias600@bol.com.br;61 970285778;RUA dos Ipês, 223;VILA MARIANA;brasília ;Distrito Federal;76317-963;S;08/03/2025
100134;VITÓRIA NUNES ROCHA;072.183.750-65;02/06/1977;F; VITORIAROCHA902@HOTMAIL.COM ;81 70755216;RUA DAS FLORES, 1517;SANTA CECÍLIA;Recife - PE;PE;59118911;S;10/04/2023
100135;CECILIA MOREIRA;166.012.253-80;14/04/1984;F;ceciliamoreira278@outlook.con;41971478094;AL. DA LIBERDADE, Nº 1407;LIBERDADE;curitiba ;Paraná;83163545;S;02/11/2021
100136;NATÁLIA MAGALHÃES CONCEIÇÃO;823.927.012-37;28/04/1992;F;nataliaconceicao750@hotmail.com;71986149639;Rua Presidente Vargas, N. 2145;JARDIM AMÉRICA;Salvador;Bahia;44126952;S;12/09/2020
100137;TÂNIA BARBOSA;003.698.979-78;27/08/1968;F; TANIABARBOSA6@YAHOO.COM.BR ;98821-1610;R das Flores, N. 1876;VILA NOVA;São Paulo;;07669501;S;15/02/2019
100138;PRISCILA R. DIAS;66860825111;16/10/1971;F;prisciladias522@bol.com.br;51 987009845;Rua dos Andradas, S/N;SÃO JOSÉ;Porto Alegre;rs;94918-584;N;21/12/2025
100139;LARISSA  ROCHA MENDES ;150.863.692-31;31/12/1999;F;larissa.mendes886@yahoo.com.br;(48) 97701-5204;AVENIDA RIO BRANCO, 89;PARQUE INDUSTRIAL;Florianópolis - SC;sc;83550505;S;15/12/2021
100140;ISABELA MENDES LIMA;47842859388;31/12/1933;F;isabela.lima446@gmail.com;19 98844940;RUA MARECHAL DEODORO, N. 2806;SANTO ANTÔNIO;campinas ;SP;15279180;S;08/03/2023
100141;JOSÉ DIAS ALVES;733.044.704-84;03/10/1993;M;jose_alv67@uol.com.br;99363-8229;AVENIDA XV DE NOVEMBRO, Nº 1420 - CASA 2;SANTA CECÍLIA;Niterói;Rio de Janeiro;25172-655;;19/02/2020
100142;LEONARDO ROCHA PEREIRA;66300885143;08/01/1989;M;leonardopereira359@bol.com.br;11 976186103;Rua Paulista, N. 988;CENTRO;Santo André;SP;02198-671;S;19/11/2022
100143;ANDRE FREITAS;691.849.311-67;16/08/1961;M; ANDRE_FRE894@BOL.COM.BR ;(19) 97031-7566;R da Liberdade, 2637 - Apto 12;JARDIM AMÉRICA;Campinas;sp;14046-654;N;22/01/2023
100144;LEONARDO ASSUNCAO SILVA;198.011.248-73;08/08/1974;M;leonardo.silva933@outlook.com;(32) 7898-3017;Avenida Dom Pedro II, nº 1132;LIBERDADE;Juiz de Fora;MG;32622325;N;17/02/2020
100145;HENRIQUE  PEIXOTO MARQUES ;660.916.023-65;03/06/1983;M;;;AVENIDA TIRADENTES, Nº 375 - FUNDOS;SANTA CECÍLIA;São Paulo;São Paulo;01451-776;N;03/02/2024
100146;HELENA MOREIRA MAGALHAES;96518955945;24/10/1974;F;helena_mag118@gmail.com;31997833400;Rua Castro Alves, nº 1431 - Bloco B Apto 104;JARDIM DAS FLORES;Belo Horizonte;mg;38673-079;S;14/12/2022
100147;JULIA A. ASSUNCAO;15593143030;06/01/1966;F;juliaassuncao665@bol.com.br;99136-9840;AV SÃO JOÃO, 16;VILA MARIANA;São Paulo;;05988-851;N;12/11/2023
100148;LETÍCIA FERREIRA FERREIRA;028.428.853-50;29/01/1982;F;leticia.ferreira475@bol.com.br;11 70527839;RUA DOS ANDRADAS, 2174;PARQUE INDUSTRIAL;Santo André;São Paulo;08169-156;S;07/02/2020
100149;RAQUEL LIMA CARVALHO MAGALHÃES;19476163313;03/12/1963;F; RAQUELMAGALHAES468@HOTMAIL.COM ;19 982852055;Rua dos Andradas, 1015;VILA MARIANA;Campinas - SP;SP;17457-942;N;14/08/2023
100150;WAGNER ANDRADE SANTOS;52392595186;13/04/1983;M;wagnersantos390@bol.com.br;(11) 9591-5013;R DAS FLORES, N. 2774;VILA NOVA;São Paulo - SP;sp;07407-895;N;12/10/2023
100151;ANDRE BRANDAO MACHADO;26037071675;27/11/1998;M; ANDREMACHADO357@OUTLOOK.COM ;(48) 96904-6638;RUA MARECHAL DEODORO, Nº 1705 - APTO 31;SANTA CECÍLIA;Florianópolis - SC;SC;87970555;N;05/02/2023
100152;SIMONE MACHADO FREITAS;93106459468;30/08/1987;F;;41 62247511;RUA Sete de Setembro, nº 2523;SANTO ANTÔNIO;Curitiba;Paraná;85193534;;24/02/2020
100153;ANDRÉ DIAS ARAÚJO;419.718.221-08;18/01/1981;M;andre.araujo891@yahoo.com.br;(11) 96809-8590;Rua Dom Pedro II, 1967;VILA NOVA;São Paulo;SP;1665954;;15/05/2024
100154;THIAGO MARQUES SOUZA;48088647460;18/03/1969;M;thiagosouza625@hotmail.com;11977676736;RUA MARECHAL DEODORO, 84 - FUNDOS;SANTA CECÍLIA;São Paulo;SP;03772-306;N;18/12/2019
100155;VITORIA MACHADO;00387442529;23/04/1987;F;vitoria_mac31217@gmail.com;11 964317537;Pç. Presidente Vargas, S/N;VILA NOVA;Sampa;São Paulo;06937-301;S;04/03/2022
100156;SONIA LIMA;35991209278;11/01/1995;F;sonia.lima33811@outlook.com;21 992045483;Rua São João, 2702;PARQUE INDUSTRIAL;Rio de Janeiro;Rio de Janeiro;28145531;S;10/01/2022
100157;FERNANDA  RODRIGUES RIBEIRO MARTINS ;673.101.544-01;24/02/1982;F;fernandamartins126@gmail.com;31 969468635;AVENIDA RIO BRANCO, N. 1371 - FUNDOS;BELA VISTA;Belo Horizonte;MG;39462-884;S;20/12/2022
100158;MARCELO ASSUNÇÃO BRANDÃO ROCHA;796.344.968-73;17/03/1963;M;marcelo.rocha196@outlook.com;31 972644404;RUA SANTOS DUMONT, N. 2607;SANTA CECÍLIA;BH;MG;35164-806;N;30/11/2022
100159;TÂNIA ROCHA CARDOSO BRANDÃO;81279616717;20/10/1966;F;tania_bra547@uol.com.br;98565-2268;Alameda Sete de Setembro, nº 98 - Bloco B Apto 104;JARDIM DAS FLORES;São Paulo;São Paulo;05138-412;N;10/11/2020
100160;LEONARDO NUNES;679.819.649-70;22/06/1978;M;leonardo.nunes486@bol.com.br;41 972977584;R. MARECHAL DEODORO, N. 2945 - APTO 12;PARQUE INDUSTRIAL;Curitiba;pr;88003974;S;01/08/2025
100161;SERGIO PEREIRA;678.492.719-20;11/03/1950;M;sergiopereira607@uol.com.br;11 984278473;Alameda dos Andradas, 922 - Casa 2;SANTA CECÍLIA;São Paulo;São Paulo;08622858;S;23/09/2021
100162;ALINE PEREIRA;420.051.654-33;21/04/1943;F;aline.pereira691@outlook.com;11996449284;R Marechal Deodoro, nº 2760 - Bloco B Apto 104;PARQUE INDUSTRIAL;São Paulo;SP;8706863;N;23/02/2023
100163;BEATRIZ GOMES ALVES CONCEICAO;94096185760;01/11/1982;F;beatriz.conceicao128@bol.com.br;71 991585531;RUA SANTOS DUMONT, 863 - APTO 31;BELA VISTA;Salvador;BA;49707012;S;06/04/2022
100164;RAQUEL MACHADO COSTA;39840223950;14/11/1989;F;raquel_cos251@uol.com.br;98943-6595;RUA CASTRO ALVES, 914;SANTO ANTÔNIO;Campinas;São Paulo;15853-742;S;12/11/2025
100165;LUIZA CONCEICAO;256.321.684-25;24/07/1985;F;luiza.conceicao35969@bol.com.br;64921772;AL BRASIL, Nº 2788;BELA VISTA;Recife;Pernambuco;51066-603;S;08/03/2019
100166;LUIZA MENDES CONCEICAO;453.847.055-40;22/06/1985;F;luizaconceicao710@outlook.com;21 976557516;Avenida Tiradentes, N. 2214;JARDIM DAS FLORES;Rio de Janeiro;rj;24990951;N;18/04/2020
100167;LUCIA SILVA;62344140603;06/07/1977;F;lucia_sil967@hotmail.com;(11) 96572-1744;Pca da Liberdade, 1729;VILA MARIANA;Santo André;SP;05097288;S;27/01/2019
100168;LUCIA MAGALHAES;05442898201;15/06/1985;F;luciamagalhaes930@yahoo.com.br;(16) 98700-7782;R Castro Alves, N. S/N;VILA NOVA;Ribeirão Preto;SP;13106387;S;14/12/2023
100169;RAFALE CARDOSO;68925099594;02/02/1978;M;rafael.cardoso452@uol.com.br;51997627393;RUA DAS FLORES, N. 56 - APTO 12;VILA NOVA;POA;RS;92926279;S;05/08/2020
100170;RAFAEL  LIMA ANDRADE ;409.090.254-10;19/03/1971;M;rafael.andrade450@bol.com.br;;Rua Rio Branco, N. 405;JARDIM DAS FLORES;Salvador;Bahia;46342286;N;28/07/2023
100171;GUSTAVO ROCHA LIMA;80545375061;26/05/1978;M;gustavo_lim393@hotmail.com;11 996471383;RUA SANTOS DUMONT, N. 2299;SANTO ANTÔNIO;Guarulhos;SP;08977804;N;01/10/2019
100172;TANIA  CARVALHO MARQUES ;27283341021;28/04/1935;F;taniamarques810@yahoo.com.br;(11) 96794-6486;RUA DOM PEDRO II, N. 1085;CENTRO;Guarulhos;SP;1389781;;02/10/2021
100173;CÉSAR MLEO ROCHA;85770029269;08/07/1997;M;cesar_roc60@gmail.com;11 988891116;R MARECHAL DEODORO, Nº 1955;JARDIM AMÉRICA;São Paulo;São Paulo;09306-793;N;10/04/2021
100174;MARCIO  PEIXOTO MARQUES ;2,42721E+10;18/02/1976;M;marcio.marques743@bol.con.br;81 977436170;RUA DOM PEDRO II, Nº 468;SANTO ANTÔNIO;Recife;PE;54766058;S;16/05/2021
100175;LEONARDO CARDOSO;09916935076;28/04/1997;M;leonardocardoso558@gmail.com;19 963546110;AVENIDA PRESIDENTE VARGAS, Nº 1230;LIBERDADE;Campinas;São Paulo;11694812;S;29/07/2020
100176;LUCAS OLIVEIRA SANTOS;27252255239;12/11/1977;I;lucas.santos453@outlook.com;21 982872470;Avenida Marechal Deodoro, N. 945;CENTRO;Niterói - RJ;Rio de Janeiro;27583401;S;26/11/2020
100177;LUIS ANDRADE ANDRADE;21865521329;09/12/1952;M;luis_and646outlook.com;(31) 9533-4233;RUA PRESIDENTE VARGAS, 671 - CASA 2;CENTRO;Belo Horizonte;Minas Gerais;33678324;N;27/07/2025
100178;CAMILA NASCIMENTO;626.001.366-30;02/06/1992;F;camila.nascimento547@gmail.com;61 979073441;R. CASTRO ALVES, N. 1710 - APTO 12;BOA VISTA;Brasília;Distrito Federal;74807489;S;17/02/2021
100179;ANDRÉ  NASCIMENTO SANTOS ;13267404150;11/08/1989;M;andre_san503@bol.com.br;;AV DOS ANDRADAS, 73;LIBERDADE;Campinas;São Paulo;17223-119;N;11/03/2020
100180;PRISCILA ARAUJO MACHADO;37702061340;19/11/1966;F;priscila.machado422@gmail.com;;RUA SANTOS DUMONT, 1829;SANTO ANTÔNIO;Brasília;df;77148394;N;09/01/2019
100181;FERNANDA GUIMARÃES;8,10828E+10;06/04/2000;F;fernanda.guimaraes214@yahoo.com.br;11986961889;Rua Brasil, N. 2807 - Apto 31;LIBERDADE;SANTO ANDRE;São Paulo;06375358;N;27/01/2024
100182;LARISSA MARQUES;53416841760;11/10/1985;;larissamarques455@uol.com.br;11967123187;ALAMEDA PRESIDENTE VARGAS, 2971;JARDIM AMÉRICA;São Paulo;SP;03181-274;S;20/01/2021
100183;FERNANDO ASSUNÇÃO;38981838433;06/07/1979;M;fernando_ass16@uol.com.br;(11) 99822-1882;AVENIDA GETÚLIO VARGAS, Nº 629;LIBERDADE;SAO PAULO;SP;09826838;N;07/01/2025
100184;CAMILA OLIVEIRA ANDRADE;27131160741;22/08/1981;F; CAMILA.ANDRADE488@UOL.COM.BR ;21 988431742;Rua dos Ipês, 774;JARDIM AMÉRICA;Rio de Janeiro - RJ;RJ;29418-191;S;11/06/2025
100185;ANA COSTA;060.782.834-05;04/12/1973;F;ana_cos889@outlook.com;11981056959;Alameda Dom Pedro II, N. 327;BELA VISTA;SAO PAULO;SP;04789345;N;13/12/2020
100186;VITÓRIA  FREITAS ;10336817339;15/01/1989;F;vitoria.freitas609@gmail.com;(11) 98600-3873;RUA XV DE NOVEMBRO, N. 2764;LIBERDADE;São Paulo;SP;02991-479;S;01/10/2024
100187;FERNANDO ANDRADE CARAVLHO;104.229.885-88;17/01/1993;M;fernando.carvalho173@yahoo.com.br;11 978236932;R Brasil, nº 2884;SANTA CECÍLIA;São Paulo;SP;6717035;S;28/02/2019
100188;ISABELA ARAUJO;98845213366;20/08/1987;F;isabela_ara3@yahoo.com.br;21990861034;Avenida Sete de Setembro, 414 - Apto 12;LIBERDADE;Rio de Janeiro - RJ;rj;26971868;N;15/08/2021
100189;PRISCILA GOMES BARBOSA MENDES;69608155177;27/05/2002;;priscila.mendes454@gmail.com;11 966259654;AV. SETE DE SETEMBRO, N. 1468 - BLOCO B APTO 104;SANTO ANTÔNIO;São Paulo;sp;04740-419;N;24/01/2023
100190;NATALIA NASCIMENTO PEIXOTO;97303019804;13/07/1971;F;;41972963593;AV DA LIBERDADE, 613;BELA VISTA;Curitiba - PR;Paraná;81805-507;S;06/10/2021
100191;LETÍCIA ANDRADE GOMES PEIXOTO;562.980.721-87;18/08/1993;F;leticia_pei998@bol.com.br;19982109549;Avenida Presidente Vargas, N. 2099 - Fundos;SÃO JOSÉ;Campinas;SP;14205-178;S;04/01/2021
100192;WAGNER MELO SOUZA;91330081732;18/11/1988;M;wagnersouza724@outlook.com;16 971567686;R. São João, nº 2414;PARQUE INDUSTRIAL;Ribeirão Preto;São Paulo;15160228;N;22/11/2019
100193;JOANA GUIMARÃES MACHADO;86475222496;20/10/1996;F;joana.machado669@bol.com.br;51995903692;RUA XV DE NOVEMBRO, N. S/N;VILA MARIANA;Porto Alegre;Rio Grande do Sul;93645-469;S;04/07/2021
100194;LUCIA CONCEICAO;120.967.066-61;03/09/1976;F;lucia_con150@bol.com.br;(11) 99309-6305;RUA MARECHAL DEODORO, 2962;SÃO JOSÉ;São Paulo;São Paulo;09253-524;S;04/09/2022
100195;CLAUDIA  RODRIGUES FERREIRA ;96194625562;05/03/1966;;claudiaferreira791@hotmail.com;1169045929;RUA CASTRO ALVES, 504;LIBERDADE;São Paulo;SP;05418194;N;24/06/2024
100196;PRISCILA DIAS MENDES SILVA;42916747591;01/11/1985;F;;51983065462;PRACA Rio Branco, nº 142 - Apto 31;CENTRO;Porto Alegre;Rio Grande do Sul;97771-204;N;24/10/2023
100197;FABIO MACHADO ANDRADE;84913189760;29/06/1970;M;fabioandrade610@yahoo.com.br;11961522471;Alameda Tiradentes, N. 950;VILA NOVA;São Paulo;São Paulo;08133-960;;27/04/2023
100198;PAULO MELO PEREIRA;23892501815;08/09/1963;M;paulo_per967@gmail.com;11972781482;Rua dos Andradas, 2674 - Apto 31;PARQUE INDUSTRIAL;São Paulo;sp;04846-632;N;03/05/2023
100199;JOÃO MARTINS ARAÚJO;032.632.422-45;24/01/1992;M;joaoaraujo980@outlook.com;11 986452368;RUA DAS PALMEIRAS, 1475;JARDIM AMÉRICA;Santo André;SP;08257-301;;05/07/2024
100200;DEBORA  SILVA MOREIRA ;219.711.703-30;09/06/1985;F;debora_mor49@;11 988589895;R Rio Branco, 854;VILA NOVA;São Paulo;SP;04582000;;05/03/2021
100201;MATEUS SANTOS LIMA;566.945.022-14;01/04/1982;M;mateus.lima50@yahoo.com.br;41 974356068;R DA LIBERDADE, Nº 393 - FUNDOS;VILA MARIANA;Curitiba;Paraná;83863-230;S;18/08/2023
100202;HELIO GOMES FERREIRA;61121589812;10/04/1995;M;helio_fer653@hotmail.com;11 996113359;AV PRESIDENTE VARGAS, 232;SÃO JOSÉ;São Paulo;SP;05556-257;S;13/01/2021
100203;HELIO NASCIMENTO FREITAS;76635761870;28/03/1983;M;helio_fre469@yahoo.com.br;;AV CASTRO ALVES, 2160;BOA VISTA;Florianópolis;Santa Catarina;84590-798;N;07/10/2021
100204;ANA  ROCHA ;14133377915;21/05/1987;F;ana_roc68723@yahoo.com.br;(11) 97268-7692;R MARECHAL DEODORO, 2576;PARQUE INDUSTRIAL;São Paulo;sp;03161-609;N;20/11/2020
100205;SIMONE ASSUNÇÃO ARAÚJO;661.875.727-42;30/07/1984;F;simone.araujo757@uol.com.br;(11) 99057-9508;Alameda das Palmeiras, nº 1664;JARDIM AMÉRICA;São Paulo;sp;09465-205;N;04/07/2023
100206;LEONARDO CARDOSO MAGALHAES NASCIMENTO;288.837.693-84;08/10/1983;M;leonardonascimento571@outlook.com;11 960781916;R. BRASIL, 22 - BLOCO B APTO 104;VILA NOVA;São Paulo;SP;04447-680;N;04/12/2024
100207;BEATRIZ RODRIGUES;17799998369;01/12/1998;F;beatrizrodrigues66944@yahoo.com.br;(21) 8722-6471;RUA DAS PALMEIRAS, 1065 - BLOCO B APTO 104;VILA NOVA;RIO DE JANEIRO;rj;23553611;N;02/08/2024
100208;HELENA CARDOSO;22370937769;23/11/1995;F;;41 978527541;RUA BRASIL, N. 84 - FUNDOS;JARDIM DAS FLORES;Curitiba;PR;84320-738;N;24/08/2024
100209;RODRIGO NASCIMENTO MELO;88380440869;28/12/1987;M;rodrigo.melo612@bol.com.br;11 961822950;AVENIDA SETE DE SETEMBRO, 747;JARDIM AMÉRICA;São Paulo;SP;04020947;;19/08/2025
100210;GABRIELA FERREIRA MACHADO;43829776497;03/11/1992;F;gabriela_mac721@bol.com.br;11 980243013;RUA DOS IPÊS, Nº 1078 - APTO 31;SÃO JOSÉ;São Paulo;sp;09547801;S;21/10/2025
100211;ANTÔNIO ARAÚJO GUIMARÃES;481.197.677-05;05/05/1986;M;antonio.guimaraes845@bol.con.br;16968315994;R BRASIL, 2196 - CASA 2;BELA VISTA;Ribeirão Preto - SP;SP;12372-044;N;29/10/2021
100212;RAQUEL BARBOSA;12889819612;06/06/1976;F;raquelbarbosa365@yahoo.com.br;(11) 7886-1491;Av Rio Branco, N. 653 - Fundos;VILA MARIANA;São Paulo;SP;04949821;S;08/10/2022
100213;ANTÔNIO MOREIRA;519.508.216-25;10/02/1984;M;;(11) 9283-5269;Av dos Ipês, N. 2386;BELA VISTA;Guarulhos;;04866245;N;19/07/2025
100214;CAIO MARTINS FREITAS;816.724.305-26;08/07/1958;M;caio.freitas110@outlook.com;(11) 99466-3193;PRAÇA PRESIDENTE VARGAS, N. 1319;BOA VISTA;SAO PAULO;SP;07747247;S;01/03/2025
100215;LUCAS MELO;311.219.849-24;01/01/1900;M;lucas_mel860@bol.com.br;(11) 97162-6715;Avenida das Flores, nº 2502;CENTRO;Guarulhos;SP;7531251;;11/05/2019
100216;JOÃO CARDOSO SOUZA PEREIRA;60359586481;18/07/1992;M;;19965273532;R. PRESIDENTE VARGAS, N. 1539 - FUNDOS;VILA NOVA;campinas ;SP;11581-521;S;16/04/2022
100217;MÁRCIO FERREIRA FREITAS;575.147.252-70;18/07/1971;M;marcio_fre232@bol.com.br;21977145588;R. Paulista, N. 2726;VILA MARIANA;Niterói;RJ;23698836;N;22/08/2021
100218;LETICIA MARQUES;888.324.554-71;02/11/1992;F;;2169424434;Avenida Marechal Deodoro, nº 757 - Casa 2;BELA VISTA;Niterói;RJ;29050-065;N;03/08/2023
100219;PRISCILA BRANDÃO ROCHA;83452781593;22/09/1983;F;priscilarocha250@gmail.com;41964567123;R. RIO BRANCO, N. 914;VILA NOVA;Curitiba;Paraná;88769-530;S;08/02/2021
100220;CECÍLIA ASSUNÇÃO FERREIRA;67771062601;07/07/1971;F; CECILIA_FER398@UOL.COM.BR ;1975932490;Rua Presidente Vargas, 1324;CENTRO;Campinas;São Paulo;18588-241;N;29/06/2021
100221;THIAGO RIBEIRO RODRIGUES NASCIMENTO;82664416340;01/06/1947;M;thiagonascimento950@outlook.com;31967304648;RUA CASTRO ALVES, Nº 2090;CENTRO;Belo Horizonte;Minas Gerais;33550582;S;13/01/2019
100222;ANTÔNIO NASCIMENTO PEIXOTO MARTINS;964.258.540-57;28/03/1980;M;raqueloliveira834@hotmail.com;(11) 99717-5490;Trav. Getúlio Vargas, nº 1775 - Fundos;BOA VISTA;São Paulo;;02748013;S;22/08/2022
100223;ISABELA LIMA;33371766748;28/04/1971;F;isabela_lim869@hotmail.com;11962507028;RUA DAS PALMEIRAS, Nº 2037;VILA MARIANA;São Paulo;São Paulo;08333870;N;23/10/2021
100224;PAULO MARTINS MENDES;17704856359;03/11/1990;M;paulomendes928@uol.com.br;62991972738;RUA DA LIBERDADE, Nº 2890;BOA VISTA;GOIANIA;Goiás;76396344;S;01/04/2023
100225;CECILIA OLIVEIRA;28950075270;06/11/1991;F;ceciliaoliveira916@hotmail.com;(21) 98178-1793;RUA PRESIDENTE VARGAS, N. 1535;VILA MARIANA;Niterói;Rio de Janeiro;24336732;S;28/12/2022
100226;JOAO SANTOS;33951959614;10/06/1987;M;joaosantos236@gmail.com;(11) 98561-5692;R. PAULISTA, N. 490;SANTO ANTÔNIO;Santo André - SP;São Paulo;05668062;N;10/04/2023
100227;BEATRIZ CONCEIÇÃO ROCHA NASCIMENTO;84216808387;16/01/1977;F;beatriz_nas932@yahoo.com.br;11 974268528;Avenida Brasil, nº 2556;BELA VISTA;São Paulo;SP;07921-621;S;01/08/2024
100228;LARISSA BARBOSA;62254322052;22/04/1990;F;larissabarbosa537@gmail.com;11 969172234;Rua Getúlio Vargas, 2699;SANTO ANTÔNIO;SAO PAULO;SP;06757120;S;13/02/2021
100229;BRUNO ANDRADE OLIVEIRA;043.960.157-63;24/01/1978;M;bruno.oliveira825@bol.com.br;11961024125;RUA DOS IPÊS, Nº 2705;SANTA CECÍLIA;São Paulo;SP;02503160;S;09/06/2022
100230;MÁRCIA ROCHA;461.277.507-41;28/01/1995;F;marciarocha102@gmail.com;;RUA TIRADENTES, N. 135;VILA NOVA;Curitiba - PR;PR;88409588;N;10/11/2020
100231;MATEUS SILVA;804.991.997-82;31/03/1991;M;mateus.silva98288@outlook.com;11 976555417;AV Rio Branco, 746 - Casa 2;PARQUE INDUSTRIAL;São Paulo;SP;04328-471;N;10/10/2022
100232;DEBORA CARVALHO PEREIRA;17396782902;01/05/1990;F;debora.pereira813@outlook.com;11 71126866;RUA MARECHAL DEODORO, Nº 2584 - APTO 31;BELA VISTA;S. Paulo;sp;06491324;S;02/09/2021
100233;SR.  LARISSA ROCHA MAGALHAES ;875.339.358-96;31/12/1933;F;;16999411915;RUA GETÚLIO VARGAS, Nº 1985;CENTRO;Ribeirão Preto;São Paulo;19358-871;N;24/08/2019
100234;RENATA GUIMARÃES PEREIRA;04933023441;12/03/1995;F;renata.pereira428@outlok.com;3171848301;RUA GETÚLIO VARGAS, Nº 2536;JARDIM AMÉRICA;belo horizonte ;MG;39768503;S;16/02/2020
100235;ANDRE ASSUNCAO BRANDAO COSTA;51951450086;23/12/1944;M;andrecosta299@hotmal.com;98304-6898;R RIO BRANCO, Nº 2608;JARDIM AMÉRICA;SAO PAULO;São Paulo;06409-235;S;25/06/2022
100236;SIMONE  ALVES MARTINS LIMA ;64070956204;15/10/1966;F;simone.lima511@gmail.com;(19) 96342-1311;AV DAS FLORES, Nº 1577 - APTO 12;PARQUE INDUSTRIAL;Campinas;sp;11920-172;N;14/08/2019
100237;LUCAS ASSUNCAO;198.994.001-30;21/02/2001;M; LUCAS.ASSUNCAO465@BOL.COM.BR ;1196051756;RUA TIRADENTES, N. 2007;BOA VISTA;São Paulo;SP;04749873;S;29/10/2020
100238;GUSTAVO M. NUNES;572.106.619-99;10/09/1979;M;gustavo_nun298@uol.com.br;3178428263;AVENIDA DAS PALMEIRAS, N. 1455;VILA NOVA;Belo Horizonte;MG;32505622;S;22/09/2024
100239;CLAUDIA  SANTOS ANDRADE ;531.960.489-00;12/05/1999;F;claudiaandrade864@outlook.com;(11) 97124-9668;RUA GETÚLIO VARGAS, N. 1786;CENTRO;SAO PAULO;São Paulo;06392655;N;06/05/2025
100240;SÉRGIO ASSUNÇÃO;27423934208;24/09/2005;M;sergioassuncao517@gmai.com;21 75449440;Travessa Dom Pedro II, 2307;VILA MARIANA;NITEROI;RJ;26548216;S;01/04/2019
100241;RODRIGO ALVES ALVES;758.880.059-32;05/07/1997;M;rodrigo.alves830@uol.com.br;98467-8947;Rua Santos Dumont, 1026 - Apto 12;JARDIM DAS FLORES;Porto Alegre;RS;95293833;S;12/08/2020
100242;LARISSA GUIMARAES ROCHA COSTA;269.032.928-02;29/11/1997;F;larissa_cos722@outlook.com;(11) 6379-4132;RUA Sete de Setembro, N. 2266;SANTO ANTÔNIO;São Paulo;;02061-362;S;24/07/2025
100243;ISABELA F. MARTINS;07562203601;27/08/1987;F;isabela.martins205@bol.com.br;(21) 97466-9774;R SÃO JOÃO, 1721 - BLOCO B APTO 104;JARDIM AMÉRICA;NITEROI;rj;23731-247;N;06/07/2021
100244;ALINE COSTA SILVA;82306560293;02/09/1983;F;alinesilva692@@hotmail.com;(71) 97580-1886;AVENIDA DA LIBERDADE, 526;BELA VISTA;Salvador;BA;48731270;;07/10/2025
100245;OTAVIO OLIVEIRA CONCEICAO;69705874522;02/03/1968;M;otavioconceicao996@outlook.com;(21) 96805-9594;AV. MARECHAL DEODORO, N. 2914 - CASA 2;VILA NOVA;Rio de Janeiro;RJ;27532628;S;02/09/2025
100246;ISABELA ANDRADE RODRIGUES;031.801.552-80;20/05/1960;F;isabela_rod197@hotmail.com;51 976964673;R. DOM PEDRO II, 621 - BLOCO B APTO 104;SANTO ANTÔNIO;Porto Alegre;RS;93019581;S;26/05/2024
100247;LUIZA ROCHA;58370796370;09/05/1974;F;;(11) 98387-4892;RUA RIO BRANCO, 1460;JARDIM AMÉRICA;Santo André;SP;05337388;N;06/07/2025
